crit_number,index,radius,coords_1,coords_2,coords_3,coords_4,coords_5,coords_6,coords_7,coords_8,coords_9,coords_10,coords_11,coords_12,coords_13,coords_14,coords_15,coords_16,coords_17,coords_18,coords_19,coords_20,coords_21,contact_graph_1,contact_graph_2,contact_graph_3,contact_graph_4,contact_graph_5,contact_graph_6,contact_graph_7,contact_graph_8,contact_graph_9,contact_graph_10,contact_graph_11,contact_graph_12,contact_graph_13,contact_graph_14,contact_graph_15,contact_graph_16,contact_graph_17,contact_graph_18,contact_graph_19,contact_graph_20,contact_graph_21
795,4,0.2052503431,-0.4519866666,-0.4219389587,0.0382624122,-0.1156959886,0.2320801887,0.4018751272,-0.2557358977,-0.0759686607,-0.2594678112,0.0339230717,-0.0658565852,0.0312317822,0.3167923398,-0.2014559211,0.2960120885,-0.155684985,0.2967545202,-0.001521606,0.0030866703,-0.3916889836,-0.2165446853,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1
796,6,0.2052425838,-0.001018023,-0.1336884079,-0.1255745136,0.3331521814,0.062580858,0.0097278245,0.0850913962,0.434999594,0.2939105872,-0.3032061353,0.07517525,0.2628024647,0.4296047683,-0.3128683462,-0.1253013076,-0.2174324813,-0.3158204079,0.1718995017,-0.0231107428,-0.0897810968,-0.5331062703,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1
797,6,0.2052390352,-0.1763828473,-0.0271223646,-0.0580463516,-0.0971965345,-0.1103575067,-0.5024390302,0.2368503467,0.058890109,0.4896998939,0.2000071979,0.1362574496,-0.0466526422,0.1352541395,-0.3607326467,-0.2749061318,0.4472688354,-0.1905941365,-0.0694993079,-0.0152743625,0.2693655284,-0.3698063764,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1
798,6,0.2052182837,-0.04479136,0.0277791782,-0.4062787648,0.4486209826,0.0096106072,-0.1875799486,0.030563449,-0.0813860744,0.2105176555,-0.2327024465,0.2240439484,0.2870796914,-0.1897189662,-0.4110008501,0.1042729703,-0.2536593903,0.2916702259,-0.1713450789,0.3764152054,0.1390872724,0.1951474933,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0
799,6,0.2051791273,-0.4469518105,0.0515079968,0.17715244,0.0219659792,0.1984427052,0.5012747466,-0.0883136754,0.181474301,-0.4227825889,-0.3382800887,0.3250105745,-0.1088208005,0.0101495846,-0.4027646357,0.2924448667,-0.0838883539,-0.3530354144,-0.1038855106,0.1734513585,-0.1172782153,-0.319729697,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1
800,6,0.2051553321,0.2354340189,-0.4290264795,0.1919577318,0.1302018666,-0.0278718242,0.1342637253,-0.3737078831,0.4951511107,0.0599700437,0.3131925918,0.367972446,-0.172729582,0.3524170381,-0.0184381438,-0.3050290155,0.0793767953,-0.294855708,-0.1731305804,-0.318982632,-0.2609385746,-0.265403198,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1
801,5,0.2049672576,-0.1430973329,0.0783611137,-0.3865190694,0.3569026679,0.084117464,-0.1242002022,0.4324756954,0.1543370717,0.2725418185,-0.067524304,0.0081415099,0.6309524718,-0.2414036759,0.3312392861,0.0981937503,0.0618481816,0.2984714455,0.3720749039,0.0618481844,0.3640071335,-0.1756873994,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0
802,3,0.2049544625,-0.3916893055,0.1708060361,-0.1449243487,-0.1817362619,-0.3580136153,-0.0271652194,0.1205265435,0.0028321565,0.0439334687,0.2247151865,-0.3745045341,-0.0776686506,-0.1518425983,-0.1194317986,0.3248105194,-0.0093098975,0.3099059427,-0.1945482459,-0.4984670464,-0.134788989,0.1065423917,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
803,5,0.2049136616,-0.0833777288,0.4077252308,0.3186530737,-0.0504845551,0.2185314828,-0.3283316171,-0.1711916406,-0.3321645874,-0.0387457585,0.0668413936,-0.1908156817,0.2634449038,0.0543709748,-0.0874130518,-0.5800491071,0.2503056757,0.1756426523,0.266198356,0.3119824534,0.2140710657,-0.13713484,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
804,5,0.2048977869,-0.1017846803,-0.0075109697,0.1716932296,-0.1922745665,-0.3905126509,0.0574404178,0.4534027745,-0.2161557105,0.2316904947,0.2134390153,-0.2222131693,-0.3065133665,0.2610929009,0.054731216,-0.0082461593,0.1210439321,0.4209208702,-0.127509883,0.4607302644,0.3957418621,0.1003313457,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
805,4,0.2048675838,-0.0676401055,0.3192564841,-0.1535524424,-0.0315412603,0.4409016421,0.2962647652,-0.2891169045,-0.0506664947,-0.0806265665,0.025892528,-0.2844229516,-0.1989899221,0.2704417013,0.4712833416,0.0210082469,-0.3498182009,-0.3093896415,0.2312397409,-0.3721266274,0.2969769922,0.1197138929,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1
806,4,0.2047713757,0.059875811,0.2763561516,-0.0071039248,-0.3377627702,-0.1973042734,-0.2235321069,0.3463576053,-0.1790338518,0.2176683755,0.314401122,-0.0408967405,-0.442050941,-0.0848220813,-0.0812705422,-0.5240024833,-0.3110873647,0.4070181397,-0.1212925083,0.4231916884,0.0991615799,-0.0728984703,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
807,5,0.2047545435,-0.1626490056,0.329114893,0.3002978539,-0.1972803529,-0.0900939344,0.4349056755,0.4082623268,0.3112306215,0.1109719516,-0.1175530161,-0.0550654404,-0.0008341554,-0.3203498689,-0.4104305873,-0.017767589,-0.0852177506,0.3044666389,-0.1941960099,0.1631550464,0.0326078772,0.2841466602,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1
808,5,0.2047245268,0.3941195629,0.2406944543,-0.2024058873,0.0744457297,-0.1160280655,-0.3411012054,-0.1508761801,0.2258161062,-0.3456975944,-0.0877344352,-0.2320044967,0.0165237225,-0.1514409357,0.113775008,0.2263487531,0.0758959402,0.4542927918,0.2225922463,0.2210399299,0.1131415648,0.3963667846,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1
809,5,0.2046990609,-0.0526328355,0.1628389384,0.1485127188,0.2264061528,-0.4174413663,-0.1337940531,-0.196685462,0.4597198559,-0.1510728224,0.0789908863,0.1840435076,-0.2760205082,-0.2607707029,-0.1557180817,-0.2760205082,0.4635529488,0.1199582666,-0.1510728224,0.0212719175,-0.0979991129,-0.5671000559,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1
810,5,0.2046338325,0.1829944075,0.0922377541,-0.403628048,-0.2204163642,0.0817930561,-0.3354321601,-0.0092454995,0.0564676924,0.4085681227,0.3449126583,0.1787577017,0.2438951909,-0.3634329323,0.2967324521,-0.0178674598,0.0995582984,0.4551241391,-0.2337695515,-0.0015271183,0.3777891583,0.155204819,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1
811,6,0.204527658,-0.3680418916,0.3373850182,0.110288808,0.1842611953,0.2171926654,-0.3746876344,0.1817920219,0.2720094931,0.2180659254,0.0264280834,-0.4616007192,-0.050680757,0.0162217742,-0.0999419858,0.1785078414,-0.2041533843,0.272226735,-0.2587927803,-0.0318626163,-0.0974699366,-0.2277039734,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1
812,6,0.2045122932,0.3928108774,0.0081103178,-0.395759686,0.1655140967,0.0041120451,0.5506932114,-0.0478323004,0.2280916313,-0.0618431963,0.0173396748,0.1573507681,-0.4593975402,0.3556616872,0.2770046724,-0.0160040332,-0.3623802664,-0.0149731957,0.0344904911,-0.2317086643,-0.1410620382,-0.332016874,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1
813,4,0.2044011467,-0.0381919597,0.0751112719,0.3019210106,0.1385455368,-0.2204875813,-0.0460443428,0.1385455368,0.3707101252,-0.0460443428,-0.4562637526,0.3336664573,-0.0856368918,-0.4562637526,-0.1834439135,-0.0856368918,-0.1119971392,0.0751112719,-0.5019330312,-0.1397240575,0.0751112719,-0.0940721066,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1
814,6,0.2043878044,-0.3931027597,-0.1211997805,-0.2811959195,-0.048467298,0.0132229258,0.5224126817,0.2763331176,0.0965994285,0.1060170322,0.1203264732,-0.2541612481,0.2464676394,-0.0328014615,-0.083335613,-0.0918634659,0.2538320775,0.172848361,-0.2949534179,0.00835862,-0.0828548205,-0.498561284,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1
815,5,0.2043374112,0.0147043777,-0.3008089763,-0.0335696951,-0.2307966647,-0.1121924801,0.3433288595,-0.3604761821,0.2865709376,0.1082839822,0.0040265506,0.077375037,-0.3456655813,0.0077459253,0.2111421871,0.2687149447,-0.378051092,0.0293695391,-0.2088180102,0.2669438446,0.1396795988,-0.0390587507,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
816,4,0.2042912439,0.0794520135,0.067247563,0.0014951252,0.1505526985,0.4695762994,0.0054863404,0.0861286054,-0.2223221431,-0.4632319886,-0.2484572643,-0.4430434982,-0.0042809114,-0.3147590795,-0.0400302346,0.0068558757,0.3449329164,-0.2052433731,-0.1475291322,0.1920263966,0.2513781445,0.3484282407,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1
817,5,0.2042142329,0.0900025783,-0.0268825421,0.3701582887,0.3467895714,0.1294969161,0.0585243141,0.0086090259,-0.0675148997,-0.0582407275,-0.3668942937,-0.1614546689,0.0720911126,-0.3770495295,0.4302647783,0.0678871483,-0.2810532275,-0.1393426219,-0.3370782593,-0.0451873964,-0.3751134305,0.2050137133,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1
818,5,0.2041969722,0.315887029,0.2978413271,-0.220502871,-0.4856003952,-0.0504211859,0.1627127779,0.1958935255,-0.4654079889,0.1520219647,0.1492267189,-0.0733692168,-0.18567921,-0.1816159084,-0.2736737846,-0.316854094,0.4605616478,-0.3314525622,-0.1286777763,-0.1218151648,-0.2181730754,0.083307322,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0
819,7,0.2041845809,-0.0418653979,0.4497276231,-0.2769292568,-0.0539989931,-0.107510831,0.2527104669,0.2107356882,-0.3061593853,0.0135041277,-0.2298234384,0.0881707774,-0.3036461938,-0.2218973727,-0.431813235,0.0699443399,0.0980632552,0.220006839,0.4434317842,-0.2888174154,0.2492256347,0.3160152191,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1
820,4,0.2040981648,0.3813811067,-0.1273197234,0.0464400724,-0.0274921901,0.0613238379,0.1158889967,-0.1711751241,-0.3251015842,0.3513342417,0.1153929157,0.3861695924,0.3175900772,-0.2137202162,-0.2619767317,-0.0497011828,-0.0700372821,0.1244486904,-0.2851464278,0.1433946781,-0.0868224862,0.4557045179,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1
821,4,0.2040778775,-0.3689016651,0.195479041,0.2310265823,-0.0121976692,0.0774471521,-0.4635208286,-0.0394604862,0.4607898234,0.3350638308,0.073943567,0.1215282253,0.1385130507,-0.2228015104,0.0130505251,-0.1198782571,0.4101910144,-0.0831302941,0.0306072356,-0.1904539217,-0.1714125975,0.242776,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
822,4,0.204072069,0.3340734192,0.2351271249,0.2309053589,-0.2751603317,0.11964133,0.0118558744,0.4433070817,-0.1493871294,-0.2571517641,0.3840794831,0.2457880465,-0.1740234938,-0.2159326205,-0.2755337932,-0.0712725664,0.0108216834,0.4081188788,0.051562654,-0.3426749556,0.0621353438,0.410248237,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1
823,6,0.2040579772,0.4757983808,0.1390435922,-0.1709969651,0.0008404083,-0.3859984499,-0.1104236555,-0.2911409857,0.0631153462,0.2492676883,-0.0750878114,-0.152937787,-0.530688316,0.0306056515,0.2690900663,0.1056983726,0.1308868091,0.1688088474,-0.3871188512,-0.1437679692,-0.0055647836,-0.1407102031,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1
824,6,0.204053606,0.1740378138,-0.4045760559,0.1813551788,-0.2719514081,0.1487277035,0.1154367054,0.3910387657,-0.1288334072,-0.0880811453,0.1853185171,0.1215925519,0.486120698,0.1088903525,0.0351524441,-0.5366361747,0.0624085808,0.1115762497,-0.1155928681,-0.0246189537,0.3944694628,-0.3965717547,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1
825,4,0.2040160096,-0.0850034144,-0.1373662758,-0.2512365087,0.4135894268,-0.0233352117,0.2388359912,-0.1426326529,-0.2692732767,0.4072990447,-0.2565886273,0.1218516728,0.4302214884,0.1102352971,0.11467006,0.0034194547,0.1280644599,-0.280820595,0.1022090869,0.0357639066,0.3779948669,0.3060812905,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1
826,6,0.2039964005,-0.0055250833,-0.2221518862,-0.0885268638,-0.2993848369,0.156426035,-0.2077774099,0.0872855589,0.2067318509,-0.3278334615,0.1720384832,0.2878331806,0.3132893465,0.3617668206,0.3167640888,-0.0467443828,-0.3803738471,-0.3681534072,-0.020482118,0.369313341,-0.0761065214,-0.1565344588,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1
827,7,0.2039570001,0.3793375833,-0.2884567355,-0.0871790948,0.292079737,-0.0002954083,0.2908319688,-0.0975165966,-0.1202312629,0.2758680413,-0.2580721113,0.1830839457,-0.1640249558,-0.1723904064,-0.051320534,-0.4866811458,-0.0689614516,0.4744983174,0.3123964166,-0.3540239896,0.1939329673,0.2322948233,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1
828,7,0.2039539937,-0.2339243603,0.1040479564,-0.4264666455,0.3561427291,0.2900887557,0.0362910685,-0.2962016133,-0.202672413,-0.0346855664,-0.1811090328,0.3077104199,0.1836855284,0.3266958727,-0.0807009086,-0.1311509645,0.0306265508,-0.0389311638,0.1463146577,-0.3239776952,0.4180105158,-0.1821168231,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1
829,5,0.203826679,0.1445393554,-0.133611531,0.395212642,0.4231215192,0.1467623193,0.1822313499,0.1010905899,0.1759796142,-0.2651734644,0.0340743258,0.3484159166,0.3880953552,0.4546429744,-0.2438765704,0.0700310108,0.1482077528,-0.225171697,-0.2100476185,0.1941398974,0.4456689162,0.0260150778,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1
830,5,0.2038009983,-0.1417102098,0.2640603308,0.0933208402,0.416156955,-0.1062813046,0.1915233226,0.1969435968,0.4066990903,-0.1265538509,-0.377773883,-0.092868739,-0.3380909773,0.2623422697,-0.1939819781,-0.1756129231,0.4587639459,0.2983104873,0.1664331864,-0.0220010348,0.0873611444,-0.253934829,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1
831,6,0.2037333888,0.122447629,0.4653807483,0.2337338337,-0.0201589132,0.2969939354,-0.4689221741,0.332587771,-0.4714631103,-0.1096050623,-0.1276328724,0.1248914901,0.2035949169,-0.2680431183,0.4986413267,0.1221996005,-0.2871151746,-0.1152864314,-0.0843445494,0.2013336486,0.0291242222,0.4241370521,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1
832,4,0.2037004358,-0.3611362679,-0.0326942976,0.2931253719,-0.1603997651,-0.095848436,-0.4116412846,0.0508449928,-0.4611932924,0.0415681302,0.0186723496,-0.06995555,0.1505333547,-0.3510370479,0.2964444114,0.0532479319,-0.0197824979,0.1915717276,-0.1594669323,0.2703879923,0.0349571963,0.4532015247,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0
833,6,0.2036958637,0.0310063528,0.2040190397,0.352392919,-0.1548107978,0.4562180355,0.0919400967,0.1171912754,-0.0729202911,0.0435626549,0.0949296279,0.2254722461,-0.2989853675,-0.2806972106,-0.1601839847,0.0374128506,0.4409522855,0.0548168298,-0.1681684385,0.2062626432,-0.1549068793,0.4325517427,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1
834,7,0.203666633,0.3724756624,0.0552472493,0.3691462185,-0.2962879798,0.1136650585,0.0719722698,0.1100021803,0.1738971719,-0.3562844474,-0.211313086,0.0885820712,0.4695530802,-0.0205658762,-0.1239001801,-0.1109497589,-0.000659804,-0.2595218599,0.4503375273,0.2655143333,-0.2655506055,0.1420594508,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1
835,4,0.2036532696,0.0644513034,0.3171289105,-0.3263530851,0.1870338641,0.0167148733,0.1243186929,-0.2084709665,0.4654651535,0.0187725807,0.4816383526,0.0391589727,-0.3357348745,-0.0535285107,0.1376235266,0.4299483024,0.1667623778,-0.376109709,0.0185995781,0.4195116546,0.309443115,-0.0374307131,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1
836,5,0.2036001745,0.2414111528,-0.4934225368,-0.1215649193,-0.1054539894,0.4162921059,0.2797788102,0.383309116,0.2680920679,0.1764314046,-0.2540290933,0.0504440618,-0.2713923399,-0.3308303699,0.4378558249,-0.0586774189,-0.0662354493,0.3992101966,-0.3657737717,-0.4964185022,-0.1902399131,-0.0497378249,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
837,4,0.2035568753,0.1419366202,-0.0529768479,0.2977705347,0.048414732,-0.4906900599,-0.3015135676,-0.2697449648,0.155113511,0.051131627,-0.0710054886,-0.0849265654,-0.5699255124,0.1240145632,0.209198569,-0.0370151055,-0.359681755,-0.2393293519,0.0966047788,-0.0690728636,-0.1256376518,-0.1648570264,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
838,5,0.2035379855,-0.1723661802,-0.301619862,0.1415512939,0.0243791402,0.4695801024,-0.2768834331,0.1778317175,0.2987898723,0.0592621455,-0.4872638039,-0.0546034041,-0.3058493381,0.1407627861,-0.0277085703,0.5663923156,-0.4524896197,0.1283826428,0.0561143466,-0.1027173185,0.0818403174,0.2591020195,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1
839,6,0.2034937664,0.1635416814,0.3621342618,-0.2237422644,-0.2337951342,-0.1746733042,-0.0120330747,-0.3770756708,0.0904695577,-0.2855450543,0.365956037,0.1156364712,0.0290543345,0.0047571133,0.1060505351,-0.4973248634,0.0452593661,-0.2641013672,-0.3330507343,0.1628192353,-0.236032264,0.0555758917,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1
840,6,0.2034810525,0.2508434601,0.1606494304,0.0103501535,0.0877073029,-0.4897969018,-0.174972936,-0.3717258109,-0.0572151451,-0.2701376144,-0.157861553,0.2166933873,0.2563393235,-0.2751560685,-0.4820746026,0.0091158868,-0.4137579804,-0.0752457614,0.1342462979,0.3441161491,-0.4022968901,0.1286986078,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1
841,5,0.203433979,0.4034161067,-0.2245705845,-0.2281775819,0.2864477248,0.4677673783,0.0660606548,0.0034237384,0.038098674,-0.2492498232,-0.3188441915,0.01705121,0.2009738824,-0.0559100766,-0.3612306853,-0.1986820827,-0.339398235,-0.3746503735,0.0928584998,-0.0877105341,0.3102092002,0.0391803089,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
842,6,0.2034328735,-0.3195172646,-0.3536819033,0.088881936,-0.1059196292,0.3684225013,0.2954970956,0.2906881438,0.4838108893,-0.1458152443,0.3054148795,-0.1969276571,0.1059683604,-0.0237470654,-0.2595452719,-0.1741732291,0.1460456266,0.0598924193,0.3783369078,0.1781827058,0.0928290906,-0.1497516764,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0
843,5,0.2033150823,0.4177626546,-0.0403612725,-0.2135860766,0.002035878,-0.4872487712,-0.2164771109,-0.0973276551,0.1256128545,-0.5002267899,-0.3430557964,0.2884206845,-0.220120771,-0.0176201645,0.2959214804,0.1269564213,-0.4194829312,0.261053006,0.1783236971,0.2648576305,0.0053449743,0.1604180456,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1
844,5,0.2032031807,0.0234378937,-0.422187564,-0.2666224355,-0.3792790883,-0.1391117995,0.1108693867,0.1858100862,-0.0294070221,-0.5035056886,-0.1757354212,0.1777657332,-0.0418549911,0.4560758696,0.0481358255,-0.210061241,0.2080574173,0.3100891211,-0.0228889972,-0.1870170713,-0.0850681834,-0.3516245626,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1
845,5,0.2031809547,-0.0381775847,0.2900954269,-0.02620625,-0.1431645437,-0.1384021907,-0.0105195529,-0.2959840176,-0.0149785756,-0.3662481489,0.228855398,-0.3017762611,-0.0041888687,-0.3525456705,-0.102138431,0.3358537787,0.2415924246,-0.1105762646,0.3541550037,-0.0520668855,0.170200338,0.3618172755,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1
846,7,0.2031769638,0.1341632715,-0.377701868,0.2377163144,-0.1567170084,0.3562216357,-0.1615712272,0.3609366489,-0.1614320199,-0.0705404154,0.2680962262,0.1519374784,0.1709212335,0.1566524837,0.2633812368,-0.4030328934,-0.0462078185,0.0251830783,0.3951305196,0.0298981026,-0.0509228428,-0.6272421414,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1
847,5,0.2031633129,0.0660730364,0.3778768151,-0.1804087905,0.0657545087,-0.2408231845,0.0214871973,-0.3050586533,-0.0331853142,-0.4347481571,0.2292529261,0.0692146079,-0.4392027932,0.4823888044,0.4000805957,-0.0069652867,0.3715201797,0.0131721852,-0.0627448244,-0.3236231742,-0.253644251,-0.0939336289,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1
848,3,0.20313048,-0.0216143804,-0.2001418884,0.4298720057,-0.4595372367,-0.2184394763,0.1927425727,0.3284151546,-0.0337874422,-0.1004935191,-0.294912919,0.0975173595,0.3879810925,-0.1513481064,0.4461432183,-0.1962933059,-0.2219818154,0.4521753979,0.2037347676,0.0528487191,-0.2960056941,0.0421693551,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1
849,5,0.2031011502,0.3564354365,0.1825132411,-0.2233977274,0.0452888912,0.4634505011,0.1984965058,-0.1667399411,-0.3227113189,-0.1285378801,0.3103022686,-0.1065895514,0.0581899412,-0.3008047477,-0.0869332806,0.1738454085,0.0469244986,0.0728664706,0.3100390932,0.2210587561,-0.4406761094,-0.1549346143,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
850,4,0.2030961557,-0.2544530411,-0.1104752028,0.2474101626,0.2018285701,0.358896994,0.0633843069,-0.3710682125,0.0645204872,-0.3010896794,0.4609179783,-0.1887464749,-0.0316098104,0.1312502965,-0.0323160418,0.1468304686,-0.0828931361,0.3406909323,-0.225742453,0.0259898474,-0.0652913945,0.5377589248,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1
851,7,0.2030177709,-0.2189028553,0.4453251551,0.2068488576,0.1155407132,-0.1292465941,0.3634990704,-0.1396417173,0.0709546808,-0.2209295002,-0.1681482559,-0.3217749388,-0.1218553645,-0.2430705244,0.0562387818,0.3203943513,0.3796632547,0.1228432211,0.1858621673,0.243162279,0.2023102629,-0.1881930881,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1
852,4,0.2030103379,-0.035242235,-0.0614915501,-0.1362866326,0.2950814061,0.4789425711,-0.0130430181,0.144020767,-0.0094651104,0.2242834923,0.1226161545,-0.3698441534,-0.3480699893,-0.3329345051,0.1054529046,-0.3561994576,0.4549967049,0.1057530732,-0.0099632271,-0.0135592965,0.2649924931,0.4786343066,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1
853,5,0.2029746636,0.2329379449,-0.162701691,-0.4232039525,0.043658879,0.3794192739,0.0260788928,-0.3041939575,0.2837949968,-0.1600642194,0.4058719066,-0.4540468433,-0.0504916293,0.3568334066,-0.1271750275,0.185188022,-0.1665583775,-0.2347511662,-0.4206705788,-0.4551539243,-0.0928212417,-0.1729542825,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1
854,6,0.2028780228,-0.2549717064,0.2662082558,-0.2159462742,-0.1170957973,0.4530429738,0.2804799872,-0.0640846735,-0.0737314128,0.2275312855,-0.0088304857,-0.0750013054,-0.314057818,0.2479045466,-0.1683254709,-0.0140316657,0.1580910021,0.1967093107,0.4328061084,-0.3922736478,-0.290634769,0.1281185096,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1
855,7,0.2026724828,-0.0165478142,0.3000462562,-0.1679244787,0.2202317686,-0.0514717318,-0.356627796,-0.1364226672,-0.1723719901,0.344156304,0.42031885,-0.0627503937,0.1630254683,0.4013037853,0.3403491808,0.1248980291,0.0465664415,0.16280098,0.2082202624,0.3840870378,-0.3430045828,-0.127576298,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1
856,5,0.2026222515,-0.0635965171,0.2694213009,-0.0044129412,0.3421956538,-0.1932645734,0.2857611827,-0.4018176858,0.1496771372,0.2275306732,0.3448629594,0.3897851412,0.0216167154,-0.152146096,-0.1652899326,0.1757334784,0.2573232228,0.0823630046,-0.227484733,0.1389049324,-0.2772760975,-0.0830550548,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1
857,7,0.2025248397,-0.44279369,-0.3027825105,0.0644874812,-0.1537962993,-0.1390225461,0.3978581157,-0.4472155378,0.1375415701,0.2850205785,0.1267784045,-0.4171002372,0.3083266904,0.1620475928,0.114419913,0.389209496,-0.1026308805,0.2941563935,0.1408038879,-0.0476463705,0.2800676212,-0.2602490425,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1
858,5,0.2024860973,-0.006798055,-0.0183968374,0.4998521605,-0.1215599904,-0.4859314365,0.128684027,0.1464862821,0.0345050346,-0.1378589795,0.3306514248,0.0050452797,0.2771847086,0.0035199893,0.1456097006,-0.500100433,0.1186497475,-0.3677805222,-0.1751944382,0.2483586335,0.3540943723,0.0890488379,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1
859,6,0.2024777172,-0.2433159535,0.4797937155,0.1541546022,0.0283823956,0.183138171,-0.0213567705,-0.377910849,-0.2231550735,-0.1408145997,0.0245624637,-0.0555903438,0.356615668,0.3608176669,0.2806648603,0.1883197403,-0.3104707015,0.0467362703,0.1534631484,-0.2415089482,0.1156980235,-0.3156345186,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0
